A,B,Weight,5,10,15,Date
1519644322,1465819709,1120,22,20,19,2016-12-11
1343237680,2098451489,12,1,1,0,2016-12-11
1243785496,1972115615,759,19,15,14,2016-12-11
1239571429,1465819709,2200,8,6,6,2016-12-11
1851286936,2025699847,111,5,4,2,2016-12-11
1623750070,508414954,13,1,1,0,2016-12-11
717844050,98735408,7,1,0,0,2016-12-11
2072496780,637435742,76,1,1,1,2016-12-11
2036048124,2042092649,25286,111,103,97,2016-12-11
1898642600,637435742,63,4,2,1,2016-12-11
829200824,828534847,1276,4,2,2,2016-12-11
2098451489,637435742,288,13,10,7,2016-12-11
345466931,829200824,27,1,1,1,2016-12-11
829200824,2025699847,17,1,1,1,2016-12-11
1585850597,195941619,28,2,1,1,2016-12-11
1430506477,345466931,775,21,20,18,2016-12-11
1764017416,637435742,49,1,1,1,2016-12-11
1239571429,508414954,162,9,5,4,2016-12-11
1730609357,342847286,22834,11,11,10,2016-12-11
7957504,1270289144,77139,4,4,4,2016-12-11
1764017416,722225259,2,0,0,0,2016-12-11
1851286936,637435742,79,3,3,2,2016-12-11
1506301109,2042092649,2303,4,4,4,2016-12-11
1091682207,992606538,1414,19,19,18,2016-12-11
717844050,270735755,132,6,5,4,2016-12-11
1091682207,637435742,265,2,2,1,2016-12-11
1465819709,637435742,179,5,4,4,2016-12-11
752727656,2025699847,54,3,3,1,2016-12-11
1506301109,1665081654,43,2,2,1,2016-12-11
717844050,978193060,1591,27,21,20,2016-12-11
778544259,1534063990,220,9,8,5,2016-12-11
1697801431,1665081654,5623,2,2,2,2016-12-11
313450190,637435742,8,0,0,0,2016-12-11
508414954,1838426739,36,1,1,1,2016-12-11
265442043,2025699847,120,5,5,4,2016-12-11
553349318,2036048124,321,14,11,7,2016-12-11
554892047,1898642600,332,21,17,5,2016-12-11
1898642600,1494434346,131,4,3,3,2016-12-11
1519644322,1534063990,294,7,4,2,2016-12-11
752727656,508414954,55,1,1,1,2016-12-11
554892047,1519644322,298,10,9,7,2016-12-11
1585850597,717844050,516,11,9,8,2016-12-11
1494434346,508414954,20,2,1,0,2016-12-11
1506301109,1623750070,25,2,2,0,2016-12-11
1932226176,2025699847,31,2,2,1,2016-12-11
342847286,1764017416,133,5,4,3,2016-12-11
401107636,508414954,28,1,1,1,2016-12-11
1519644322,1932226176,154,4,4,3,2016-12-11
1243785496,463397903,1,0,0,0,2016-12-11
1270289144,828589940,46261,2,2,2,2016-12-11
508414954,1730609357,24,1,1,1,2016-12-11
553349318,333175041,51,2,2,2,2016-12-11
342847286,1343237680,5,0,0,0,2016-12-11
624770874,829200824,1,0,0,0,2016-12-11
408433646,637435742,71,3,2,1,2016-12-11
1506301109,1768805330,53,1,1,1,2016-12-11
1111499302,2025699847,124,3,3,3,2016-12-11
1972115615,637435742,249,7,4,3,2016-12-11
1534063990,333175041,22467,2,2,2,2016-12-11
508414954,1243785496,39,2,2,1,2016-12-11
1764017416,1494434346,26807,277,223,181,2016-12-11
1764017416,1111499302,18055,526,459,392,2016-12-11
1343237680,1239571429,20713,599,515,442,2016-12-11
1445225314,508414954,7,0,0,0,2016-12-11
1243785496,2098451489,38,2,2,1,2016-12-11
508414954,1697503993,56,2,2,2,2016-12-11
401107636,1585850597,27367,24,24,24,2016-12-11
1494434346,2098451489,6,0,0,0,2016-12-11
345466931,2025699847,72,4,3,2,2016-12-11
2098451489,2025699847,80,3,2,2,2016-12-11
671574015,2025699847,315,11,11,6,2016-12-11
624770874,2025699847,7,0,0,0,2016-12-11
717844050,1239571429,298,6,6,6,2016-12-11
1343237680,1494434346,2,0,0,0,2016-12-11
2036048124,805113191,355,14,10,10,2016-12-11
2104873054,553349318,23230,2,2,2,2016-12-11
1585850597,1494434346,501,9,8,8,2016-12-11
1375110634,508414954,14,1,0,0,2016-12-11
1768805330,2104873054,850,23,20,16,2016-12-11
778544259,829200824,6515,186,153,130,2016-12-11
1260588087,637435742,36,1,1,1,2016-12-11
89206427,2025699847,61,1,1,1,2016-12-11
2042092649,778544259,416,3,3,3,2016-12-11
615535993,1212892288,41417,19,19,19,2016-12-11
1494434346,1243785496,329,9,8,8,2016-12-11
342847286,1494434346,729,21,17,15,2016-12-11
1898642600,342847286,8,0,0,0,2016-12-11
1534063990,408433646,3848,2,2,2,2016-12-11
1243785496,649072229,23,1,1,1,2016-12-11
554892047,1764017416,9,1,0,0,2016-12-11
1270289144,554892047,43695,8,7,7,2016-12-11
1519644322,1375110634,312,12,10,8,2016-12-11
1725635615,1768805330,5,0,0,0,2016-12-11
1623750070,778544259,255,7,6,6,2016-12-11
554892047,463397903,9,1,0,0,2016-12-11
1239571429,496615740,574,19,17,14,2016-12-11
98735408,508414954,153,7,5,4,2016-12-11
2098451489,195941619,1,0,0,0,2016-12-11
717844050,1972115615,1972,51,44,38,2016-12-11
1585850597,646922510,1383,2,2,2,2016-12-11
1585850597,1898642600,93,6,3,2,2016-12-11
1343237680,1243785496,173,4,4,4,2016-12-11
1243785496,7957504,9508,12,12,11,2016-12-11
722225259,2025699847,204,7,7,6,2016-12-11
1519644322,1270878398,995,28,21,17,2016-12-11
1506301109,508414954,31,2,2,1,2016-12-11
1972115615,1343237680,437,13,11,8,2016-12-11
805113191,2025699847,402,17,13,11,2016-12-11
265442043,829200824,393,8,8,7,2016-12-11
1445225314,1243785496,64,5,0,0,2016-12-11
1585850597,992606538,792,14,14,14,2016-12-11
1534063990,1375110634,5,0,0,0,2016-12-11
1506301109,637435742,166,6,5,3,2016-12-11
2104873054,637435742,112,3,3,2,2016-12-11
333175041,508414954,95,4,4,3,2016-12-11
1239571429,506010211,38,2,2,1,2016-12-11
554892047,313450190,3749,63,59,53,2016-12-11
265442043,637435742,379,6,5,5,2016-12-11
265442043,2042092649,228,5,4,4,2016-12-11
1243785496,1730609357,3,0,0,0,2016-12-11
1725635615,2104873054,9441,3,3,3,2016-12-11
778544259,2025699847,37,2,1,1,2016-12-11
717844050,1730609357,37,1,1,1,2016-12-11
1764017416,1091682207,55709,57,57,57,2016-12-11
1725635615,265442043,36,2,1,1,2016-12-11
1725635615,1623750070,11209,7,6,6,2016-12-11
554892047,1260588087,26,1,1,1,2016-12-11
2098451489,508414954,61,3,3,1,2016-12-11
805113191,1534063990,45,1,1,1,2016-12-11
2042092649,637435742,1060,16,15,14,2016-12-11
722225259,508414954,165,8,6,3,2016-12-11
1243785496,1558837466,24,1,1,1,2016-12-11
554892047,508414954,440,6,4,3,2016-12-11
553349318,1768805330,2,0,0,0,2016-12-11
992606538,1430506477,659,28,25,20,2016-12-11
333175041,637435742,137,3,3,3,2016-12-11
270735755,637435742,36,3,2,1,2016-12-11
554892047,992606538,343,16,11,9,2016-12-11
1768805330,2025699847,88,4,3,3,2016-12-11
1243785496,1534063990,24,2,2,0,2016-12-11
508414954,1873234880,246,5,4,4,2016-12-11
1430506477,508414954,226,12,9,5,2016-12-11
1212892288,1838426739,81023,2,2,2,2016-12-11
1558837466,978193060,75,3,3,2,2016-12-11
554892047,98735408,245,7,7,6,2016-12-11
1313750791,637435742,61,2,1,1,2016-12-11
342847286,978193060,1,0,0,0,2016-12-11
1519644322,1725635615,813,24,23,21,2016-12-11
717844050,752727656,29,1,0,0,2016-12-11
554892047,805113191,95,3,2,2,2016-12-11
508414954,1270878398,304,8,8,7,2016-12-11
508414954,2056522415,3,0,0,0,2016-12-11
1972115615,1091682207,1284,22,20,19,2016-12-11
1111499302,1494434346,834,19,16,13,2016-12-11
1665081654,805113191,1487,56,49,42,2016-12-11
1519644322,2042092649,1679,63,52,43,2016-12-11
1506301109,805113191,693,3,3,3,2016-12-11
1494434346,1091682207,5443,156,133,107,2016-12-11
829200824,1851286936,13,0,0,0,2016-12-11
1270289144,463397903,15554,1,1,1,2016-12-11
553349318,829200824,2942,26,24,20,2016-12-11
554892047,1270878398,62,5,2,2,2016-12-11
1430506477,2025699847,26,2,1,1,2016-12-11
717844050,828589940,23498,22,19,16,2016-12-11
1506301109,829200824,25174,6,5,4,2016-12-11
1465819709,2025699847,194,5,4,4,2016-12-11
1243785496,978193060,595,6,6,6,2016-12-11
1270289144,637435742,74361,3,3,3,2016-12-11
1725635615,1534063990,179,5,5,5,2016-12-11
1506301109,778544259,153,7,6,5,2016-12-11
1519644322,345466931,566,14,12,10,2016-12-11
1534063990,2025699847,144,4,3,2,2016-12-11
829200824,1768805330,91,2,2,2,2016-12-11
717844050,2056522415,472,14,11,11,2016-12-11
1519644322,1768805330,1544,28,25,24,2016-12-11
829200824,508414954,23,1,1,1,2016-12-11
1744054166,2025699847,44,1,1,1,2016-12-11
717844050,637435742,19984,15,15,15,2016-12-11
554892047,1430506477,4506,104,93,84,2016-12-11
342847286,2025699847,130,3,2,2,2016-12-11
313450190,829200824,1,0,0,0,2016-12-11
717844050,1898642600,2081,31,29,23,2016-12-11
717844050,1494434346,589,10,8,8,2016-12-11
