A,B,Weight,5,10,15,Date
1534063990,829200824,23445,8,8,8,2016-12-10
1343237680,2098451489,10121,296,259,219,2016-12-10
1239571429,1465819709,2058,83,72,47,2016-12-10
1851286936,2025699847,673,22,18,16,2016-12-10
646922510,1972115615,3350,112,83,61,2016-12-10
1445225314,637435742,264,14,11,7,2016-12-10
2072496780,637435742,93,2,2,2,2016-12-10
1889314729,98735408,15322,153,140,130,2016-12-10
333175041,1506301109,25547,3,2,2,2016-12-10
2098451489,637435742,1778,52,40,34,2016-12-10
829200824,2025699847,478,14,13,12,2016-12-10
829200824,553349318,917,11,9,9,2016-12-10
1764017416,637435742,761,7,6,6,2016-12-10
7957504,1270289144,45855,2,2,2,2016-12-10
1375110634,1534063990,2,0,0,0,2016-12-10
637435742,1506301109,131,4,4,3,2016-12-10
1506301109,2042092649,6492,114,94,76,2016-12-10
1091682207,637435742,314,5,3,3,2016-12-10
1343237680,195941619,2,0,0,0,2016-12-10
508414954,1697801431,20,1,1,1,2016-12-10
752727656,2025699847,30,2,2,1,2016-12-10
1506301109,829200824,20212,3,3,3,2016-12-10
1697801431,1665081654,12810,4,4,4,2016-12-10
313450190,637435742,222,5,5,5,2016-12-10
1725635615,333175041,7,1,0,0,2016-12-10
265442043,2025699847,1115,35,25,22,2016-12-10
265442043,2036048124,153,7,5,5,2016-12-10
1270878398,1506301109,257,5,4,4,2016-12-10
1838426739,615535993,23606,1,1,1,2016-12-10
1852043824,2025699847,12,1,1,0,2016-12-10
1506301109,1623750070,55,3,2,1,2016-12-10
508414954,671574015,195,2,2,2,2016-12-10
1494434346,1343237680,4,0,0,0,2016-12-10
1270289144,828589940,55155,3,3,3,2016-12-10
553349318,333175041,6,1,0,0,2016-12-10
637435742,553349318,63,2,1,1,2016-12-10
2036048124,2042092649,42504,39,38,36,2016-12-10
1506301109,1768805330,2,0,0,0,2016-12-10
1111499302,2025699847,33,2,1,1,2016-12-10
1972115615,637435742,1875,59,47,42,2016-12-10
829200824,828534847,1007,1,1,1,2016-12-10
1534063990,333175041,21816,8,6,6,2016-12-10
1764017416,1111499302,28049,514,455,397,2016-12-10
1623750070,345466931,33,2,1,1,2016-12-10
637435742,1534063990,406,4,3,2,2016-12-10
401107636,1585850597,43584,26,26,26,2016-12-10
1494434346,2098451489,6,1,0,0,2016-12-10
345466931,2025699847,489,9,8,8,2016-12-10
2098451489,2025699847,6,1,0,0,2016-12-10
1665081654,2104873054,28,2,2,0,2016-12-10
978193060,722225259,5999,28,26,23,2016-12-10
624770874,2025699847,4,0,0,0,2016-12-10
2036048124,805113191,3540,34,31,31,2016-12-10
2104873054,553349318,24872,2,2,2,2016-12-10
1764017416,2025699847,79,2,2,2,2016-12-10
508414954,429792557,29,2,2,1,2016-12-10
1768805330,2104873054,714,13,12,11,2016-12-10
1725635615,829200824,32,2,2,1,2016-12-10
89206427,2025699847,68,2,2,2,2016-12-10
342847286,1494434346,433,14,11,10,2016-12-10
1534063990,408433646,10532,5,5,5,2016-12-10
508414954,1313750791,22,2,0,0,2016-12-10
1111499302,646922510,4454,53,47,41,2016-12-10
1764017416,2056522415,5,0,0,0,2016-12-10
1270289144,554892047,52149,4,4,4,2016-12-10
637435742,89206427,2,0,0,0,2016-12-10
637435742,2042092649,1016,15,15,13,2016-12-10
828589940,717844050,44424,2,2,2,2016-12-10
333175041,2025699847,990,20,18,17,2016-12-10
637435742,1623750070,14,1,1,0,2016-12-10
637435742,1465819709,116,5,4,3,2016-12-10
646922510,1212892288,1,0,0,0,2016-12-10
508414954,1665081654,133,3,3,3,2016-12-10
408433646,2025699847,41,1,1,1,2016-12-10
722225259,2025699847,12,1,0,0,2016-12-10
1851286936,778544259,5702,209,168,136,2016-12-10
1972115615,1343237680,325,7,7,6,2016-12-10
342847286,1212892288,799,20,17,13,2016-12-10
829200824,313450190,29,1,1,1,2016-12-10
1239571429,506010211,1254,31,28,24,2016-12-10
1764017416,671574015,54,3,3,3,2016-12-10
508414954,1623750070,66,3,2,1,2016-12-10
828534847,637435742,1,0,0,0,2016-12-10
2042092649,1375110634,836,42,33,24,2016-12-10
1764017416,1091682207,1088,38,29,24,2016-12-10
646922510,1430506477,2,0,0,0,2016-12-10
637435742,2036048124,200,3,3,3,2016-12-10
554892047,508414954,37627,3,3,3,2016-12-10
637435742,1725635615,42,2,2,1,2016-12-10
270735755,637435742,374,16,11,9,2016-12-10
1851286936,553349318,39,2,2,1,2016-12-10
1768805330,2025699847,1803,55,48,37,2016-12-10
195941619,496615740,11,1,0,0,2016-12-10
637435742,1665081654,85,1,1,1,2016-12-10
508414954,1430506477,130,6,3,3,2016-12-10
722225259,195941619,12,2,0,0,2016-12-10
1558837466,978193060,9,1,0,0,2016-12-10
1313750791,637435742,98,1,1,1,2016-12-10
1725635615,1665081654,33,2,1,1,2016-12-10
1558837466,98735408,2,0,0,0,2016-12-10
508414954,1270878398,6,1,0,0,2016-12-10
1972115615,1091682207,16386,385,327,277,2016-12-10
1111499302,1494434346,2463,68,57,48,2016-12-10
1665081654,805113191,1,0,0,0,2016-12-10
1494434346,1091682207,1877,54,50,44,2016-12-10
828589940,554892047,45617,3,3,3,2016-12-10
2104873054,1725635615,2484,1,1,1,2016-12-10
1430506477,2025699847,46,3,2,1,2016-12-10
637435742,1744054166,42,2,1,1,2016-12-10
1506301109,1665081654,3,0,0,0,2016-12-10
1465819709,2025699847,60,3,2,2,2016-12-10
1270289144,637435742,114,3,2,2,2016-12-10
1534063990,2025699847,429,12,9,7,2016-12-10
829200824,805113191,1905,14,13,13,2016-12-10
1212892288,1585850597,143,2,2,2,2016-12-10
1212892288,1898642600,240,7,6,5,2016-12-10
717844050,637435742,1208,6,4,3,2016-12-10
342847286,2025699847,125,2,2,2,2016-12-10
508414954,1725635615,214,7,7,6,2016-12-10
829200824,2036048124,68,4,4,3,2016-12-10
508414954,1343237680,136,5,3,2,2016-12-10
829200824,265442043,2453,48,44,34,2016-12-10
265442043,1506301109,231,7,6,5,2016-12-10
1343237680,637435742,1532,50,46,36,2016-12-10
1972115615,1898642600,1185,8,8,7,2016-12-10
829200824,345466931,12,1,1,0,2016-12-10
270735755,2025699847,150,7,4,4,2016-12-10
1889314729,2025699847,13,1,1,0,2016-12-10
508414954,195941619,12,1,1,0,2016-12-10
637435742,805113191,18,1,1,0,2016-12-10
1506301109,2104873054,5248,14,13,11,2016-12-10
7957504,717844050,66400,3,3,3,2016-12-10
637435742,496615740,3581,52,43,40,2016-12-10
2042092649,2104873054,8127,271,224,186,2016-12-10
829200824,1111499302,4,0,0,0,2016-12-10
1239571429,1744054166,26,1,1,1,2016-12-10
333175041,2042092649,521,11,9,8,2016-12-10
978193060,637435742,1884,31,29,27,2016-12-10
508414954,1889314729,35,2,1,1,2016-12-10
717844050,2025699847,10257,2,1,1,2016-12-10
1494434346,1972115615,1549,67,56,40,2016-12-10
637435742,408433646,51,1,1,1,2016-12-10
508414954,313450190,193,6,5,4,2016-12-10
195941619,637435742,445,6,5,4,2016-12-10
637435742,1239571429,138,2,2,2,2016-12-10
345466931,624770874,29,2,2,0,2016-12-10
98735408,1212892288,1,0,0,0,2016-12-10
2036048124,2025699847,1268,21,19,17,2016-12-10
553349318,2042092649,1543,5,5,5,2016-12-10
1764017416,1972115615,6,0,0,0,2016-12-10
506010211,1744054166,32573,221,201,180,2016-12-10
508414954,89206427,58,3,3,1,2016-12-10
2036048124,333175041,691,22,19,17,2016-12-10
1375110634,333175041,2,0,0,0,2016-12-10
717844050,508414954,33621,4,4,4,2016-12-10
270735755,508414954,145,8,5,5,2016-12-10
829200824,1430506477,111,1,1,1,2016-12-10
1465819709,1744054166,19,1,1,1,2016-12-10
508414954,1851286936,77,3,3,3,2016-12-10
1725635615,778544259,61739,19,19,18,2016-12-10
508414954,1445225314,6,0,0,0,2016-12-10
313450190,1212892288,74,4,1,1,2016-12-10
1764017416,1898642600,58144,42,34,32,2016-12-10
1212892288,2056522415,81,1,1,1,2016-12-10
98735408,637435742,136,4,4,4,2016-12-10
1725635615,2036048124,32,2,2,1,2016-12-10
7957504,2025699847,237,2,2,2,2016-12-10
553349318,243719136,1,0,0,0,2016-12-10
829200824,1665081654,51,2,1,1,2016-12-10
333175041,2104873054,1,0,0,0,2016-12-10
1764017416,195941619,37,2,2,1,2016-12-10
553349318,2025699847,767,15,12,10,2016-12-10
1558837466,637435742,568,8,6,6,2016-12-10
2104873054,345466931,437,9,9,8,2016-12-10
646922510,496615740,6,1,0,0,2016-12-10
554892047,2025699847,16442,4,4,3,2016-12-10
1494434346,1764017416,3644,120,95,78,2016-12-10
637435742,345466931,37,3,1,1,2016-12-10
1623750070,2025699847,252,9,9,7,2016-12-10
646922510,2098451489,4,0,0,0,2016-12-10
2036048124,1665081654,11660,22,21,20,2016-12-10
1725635615,805113191,9,1,0,0,2016-12-10
508414954,1534063990,194,6,6,6,2016-12-10
2104873054,2025699847,644,12,10,10,2016-12-10
637435742,1270878398,182,4,3,2,2016-12-10
553349318,1768805330,2,0,0,0,2016-12-10
637435742,778544259,6,0,0,0,2016-12-10
1725635615,1506301109,4,0,0,0,2016-12-10
342847286,1111499302,57357,48,39,30,2016-12-10
829200824,408433646,26097,8,8,6,2016-12-10
1768805330,243719136,38,2,2,2,2016-12-10
508414954,553349318,177,5,3,3,2016-12-10
637435742,1375110634,66,3,2,2,2016-12-10
637435742,2104873054,86,2,2,2,2016-12-10
1558837466,2056522415,6,1,0,0,2016-12-10
1111499302,637435742,3032,75,68,60,2016-12-10
7957504,554892047,35831,2,2,2,2016-12-10
2036048124,553349318,227,8,6,5,2016-12-10
1898642600,1091682207,3417,113,93,71,2016-12-10
1212892288,671574015,159,3,3,2,2016-12-10
2072496780,2025699847,127,3,3,3,2016-12-10
553349318,1665081654,230,10,9,7,2016-12-10
1494434346,637435742,831,7,7,7,2016-12-10
7957504,637435742,2371,6,5,4,2016-12-10
829200824,992606538,113,2,2,2,2016-12-10
1764017416,496615740,16,1,0,0,2016-12-10
1270878398,2025699847,2012,50,46,40,2016-12-10
508414954,1768805330,42,1,1,1,2016-12-10
2042092649,2025699847,6434,98,85,78,2016-12-10
1270878398,553349318,275,12,11,10,2016-12-10
265442043,333175041,1,0,0,0,2016-12-10
1898642600,637435742,3805,55,51,45,2016-12-10
671574015,2025699847,290,11,7,7,2016-12-10
2036048124,2104873054,3,0,0,0,2016-12-10
2098451489,496615740,42922,402,367,345,2016-12-10
671574015,637435742,1063,22,18,15,2016-12-10
805113191,2025699847,1652,67,57,43,2016-12-10
506010211,2025699847,1,0,0,0,2016-12-10
646922510,637435742,423,10,8,7,2016-12-10
1316102244,1870172004,57082,138,132,125,2016-12-10
508414954,637435742,1109,51,38,30,2016-12-10
805113191,553349318,631,17,13,12,2016-12-10
1506301109,345466931,23,1,1,1,2016-12-10
828589940,508414954,38152,5,4,4,2016-12-10
646922510,722225259,9,1,0,0,2016-12-10
752727656,1558837466,7978,4,4,4,2016-12-10
1558837466,671574015,2,0,0,0,2016-12-10
333175041,1665081654,46259,440,398,372,2016-12-10
195941619,2072496780,4051,2,2,2,2016-12-10
1558837466,1343237680,30307,484,426,383,2016-12-10
722225259,496615740,8124,157,139,125,2016-12-10
1270878398,1768805330,12,1,0,0,2016-12-10
646922510,195941619,504,18,13,10,2016-12-10
1558837466,496615740,61071,23,20,17,2016-12-10
195941619,1091682207,1072,28,24,20,2016-12-10
722225259,637435742,3451,94,80,68,2016-12-10
333175041,1768805330,6,0,0,0,2016-12-10
2036048124,1534063990,115,6,4,4,2016-12-10
2104873054,89206427,8616,12,11,11,2016-12-10
2042092649,1270878398,11812,32,29,28,2016-12-10
637435742,624770874,2,0,0,0,2016-12-10
1494434346,1430506477,4,0,0,0,2016-12-10
508414954,342847286,241,8,8,5,2016-12-10
2036048124,1623750070,100,4,3,3,2016-12-10
646922510,1091682207,2266,38,35,32,2016-12-10
637435742,2056522415,223,4,4,4,2016-12-10
1585850597,671574015,55955,49,47,45,2016-12-10
508414954,2025699847,38582,16,14,14,2016-12-10
992606538,2025699847,36,1,1,1,2016-12-10
637435742,243719136,5,0,0,0,2016-12-10
1898642600,2025699847,22,1,1,1,2016-12-10
992606538,637435742,368,14,10,9,2016-12-10
829200824,1972115615,2,0,0,0,2016-12-10
1534063990,1665081654,29,1,1,1,2016-12-10
342847286,195941619,355,13,10,9,2016-12-10
89206427,553349318,25125,5,5,4,2016-12-10
270735755,1212892288,11,1,0,0,2016-12-10
508414954,646922510,36,2,2,1,2016-12-10
508414954,2104873054,43,2,2,2,2016-12-10
829200824,1898642600,13,1,1,0,2016-12-10
1212892288,1430506477,7096,9,8,8,2016-12-10
992606538,342847286,1,0,0,0,2016-12-10
637435742,1852043824,1,0,0,0,2016-12-10
637435742,1260588087,37,1,1,1,2016-12-10
1665081654,2025699847,731,15,14,12,2016-12-10
805113191,333175041,226,12,10,6,2016-12-10
1623750070,333175041,160,5,4,4,2016-12-10
1972115615,2025699847,42,2,2,2,2016-12-10
637435742,1697801431,27,1,1,1,2016-12-10
342847286,1972115615,586,12,12,10,2016-12-10
1898642600,1111499302,46341,9,8,8,2016-12-10
1270289144,717844050,56312,3,3,3,2016-12-10
829200824,2042092649,6440,188,165,143,2016-12-10
1445225314,7957504,373,14,12,10,2016-12-10
1494434346,2025699847,96,2,2,2,2016-12-10
1558837466,2025699847,118,4,4,4,2016-12-10
508414954,1558837466,197,5,3,3,2016-12-10
1898642600,195941619,203,11,8,7,2016-12-10
829200824,1091682207,20,1,1,1,2016-12-10
1375110634,2025699847,99,4,3,3,2016-12-10
270735755,2056522415,79788,134,134,133,2016-12-10
805113191,1506301109,712,22,20,18,2016-12-10
1585850597,2025699847,217,5,5,4,2016-12-10
1270289144,508414954,26660,320,298,274,2016-12-10
1445225314,2025699847,11,1,0,0,2016-12-10
671574015,2056522415,81405,33,33,30,2016-12-10
401107636,637435742,85,1,1,1,2016-12-10
829200824,778544259,877,20,17,16,2016-12-10
615535993,1212892288,54050,4,4,4,2016-12-10
1091682207,1260588087,3168,1,1,1,2016-12-10
1623750070,1725635615,16919,6,6,5,2016-12-10
1730609357,637435742,28,1,1,1,2016-12-10
333175041,1270878398,552,19,15,13,2016-12-10
1623750070,2042092649,16937,331,292,254,2016-12-10
2036048124,1375110634,2,0,0,0,2016-12-10
637435742,2025699847,2108,26,25,21,2016-12-10
1665081654,2042092649,3391,21,19,19,2016-12-10
1873234880,637435742,179,4,3,3,2016-12-10
1585850597,637435742,15,2,0,0,2016-12-10
1972115615,195941619,58166,60,57,51,2016-12-10
1506301109,1534063990,10624,3,3,3,2016-12-10
1534063990,1270878398,216,8,7,3,2016-12-10
2036048124,1270878398,7876,209,184,148,2016-12-10
1506301109,2025699847,386,8,8,7,2016-12-10
508414954,1111499302,13,1,1,0,2016-12-10
829200824,1768805330,1,0,0,0,2016-12-10
637435742,829200824,126,4,3,3,2016-12-10
1898642600,1343237680,13,1,1,0,2016-12-10
342847286,1764017416,61,4,2,2,2016-12-10
1494434346,1558837466,5,0,0,0,2016-12-10
1494434346,722225259,27,1,1,1,2016-12-10
1623750070,1768805330,54,1,1,1,2016-12-10
508414954,333175041,250,5,4,4,2016-12-10
752727656,637435742,237,8,8,5,2016-12-10
1725635615,2042092649,256,8,8,7,2016-12-10
342847286,1730609357,13686,44,39,37,2016-12-10
1534063990,2042092649,1713,51,43,38,2016-12-10
508414954,1506301109,100,4,4,3,2016-12-10
1768805330,2042092649,13566,358,315,263,2016-12-10
646922510,978193060,3,0,0,0,2016-12-10
1506301109,408433646,20799,2,2,2,2016-12-10
554892047,717844050,44902,2,2,2,2016-12-10
828589940,637435742,1272,2,1,1,2016-12-10
342847286,637435742,310,4,2,2,2016-12-10
1430506477,992606538,284,15,11,7,2016-12-10
1768805330,1665081654,33,1,1,1,2016-12-10
2036048124,1768805330,19,1,1,1,2016-12-10
1851286936,1725635615,241,9,8,7,2016-12-10
89206427,1725635615,25982,13,12,12,2016-12-10
1623750070,89206427,14475,6,6,6,2016-12-10
1585850597,270735755,1197,39,31,27,2016-12-10
1494434346,1898642600,942,23,21,16,2016-12-10
778544259,1506301109,455,6,6,6,2016-12-10
978193060,508414954,2,0,0,0,2016-12-10
508414954,265442043,58,2,2,2,2016-12-10
508414954,345466931,21,2,1,0,2016-12-10
1838426739,1212892288,369,1,1,1,2016-12-10
1889314729,637435742,252,3,3,2,2016-12-10
778544259,553349318,166,5,5,3,2016-12-10
1725635615,553349318,23395,27,22,17,2016-12-10
1239571429,2025699847,107,2,2,1,2016-12-10
1558837466,722225259,1430,64,52,40,2016-12-10
1506301109,1375110634,58896,86,83,79,2016-12-10
342847286,1898642600,109,4,4,3,2016-12-10
508414954,2042092649,52,3,1,1,2016-12-10
828589940,2025699847,9965,3,2,2,2016-12-10
98735408,2025699847,30,1,1,1,2016-12-10
508414954,1898642600,7,1,0,0,2016-12-10
1343237680,496615740,13219,302,275,241,2016-12-10
637435742,333175041,662,6,4,4,2016-12-10
1494434346,496615740,21,2,1,0,2016-12-10
1430506477,637435742,466,11,11,11,2016-12-10
1585850597,508414954,291,9,7,6,2016-12-10
1111499302,195941619,4920,159,123,103,2016-12-10
637435742,1768805330,56,4,4,1,2016-12-10
408433646,333175041,829,21,17,16,2016-12-10
1838426739,1620846910,64020,2,2,2,2016-12-10
1764017416,98735408,7,1,0,0,2016-12-10
1623750070,1665081654,493,12,12,12,2016-12-10
508414954,722225259,261,12,9,8,2016-12-10
554892047,637435742,1545,3,3,3,2016-12-10
508414954,992606538,155,8,5,4,2016-12-10
1270289144,2025699847,23867,3,2,2,2016-12-10
508414954,1972115615,380,16,14,13,2016-12-10
508414954,829200824,375,3,3,3,2016-12-10
1494434346,646922510,730,37,21,14,2016-12-10
508414954,752727656,44,1,1,1,2016-12-10
1620846910,615535993,63447,2,2,2,2016-12-10
1212892288,992606538,1,0,0,0,2016-12-10
829200824,1838426739,23,2,1,0,2016-12-10
508414954,649072229,87,3,3,3,2016-12-10
1898642600,646922510,21581,561,485,434,2016-12-10
646922510,2025699847,270,3,3,2,2016-12-10
1725635615,2025699847,475,9,9,9,2016-12-10
778544259,2025699847,243,11,8,6,2016-12-10
671574015,270735755,51333,617,564,532,2016-12-10
342847286,646922510,1215,26,23,20,2016-12-10
978193060,2025699847,18,1,0,0,2016-12-10
508414954,1091682207,75,3,3,2,2016-12-10
508414954,496615740,21,1,1,1,2016-12-10
342847286,1091682207,2200,48,39,31,2016-12-10
992606538,828589940,3,0,0,0,2016-12-10
1697801431,2036048124,9097,5,5,5,2016-12-10
1343237680,2025699847,80,3,1,1,2016-12-10
828589940,7957504,35627,2,2,2,2016-12-10
508414954,1764017416,39,3,2,0,2016-12-10
978193060,828589940,10,0,0,0,2016-12-10
1212892288,637435742,491,8,5,4,2016-12-10
508414954,98735408,71,3,3,2,2016-12-10
1111499302,1343237680,1,0,0,0,2016-12-10
637435742,429792557,47,1,1,1,2016-12-10
195941619,2025699847,60,3,2,1,2016-12-10
829200824,1270878398,2418,13,13,12,2016-12-10
508414954,7957504,40363,13,12,12,2016-12-10
508414954,2098451489,98,4,2,2,2016-12-10
1091682207,1111499302,33396,751,644,552,2016-12-10
508414954,1494434346,1,0,0,0,2016-12-10
553349318,1534063990,164,3,3,3,2016-12-10
1623750070,553349318,24912,4,4,4,2016-12-10
342847286,496615740,10,0,0,0,2016-12-10
1873234880,2025699847,28,1,1,1,2016-12-10
1972115615,1111499302,4467,135,116,96,2016-12-10
722225259,1764017416,9,1,0,0,2016-12-10
637435742,265442043,257,5,5,5,2016-12-10
637435742,506010211,62,2,2,2,2016-12-10
1623750070,829200824,1,0,0,0,2016-12-10
722225259,1343237680,365,6,3,2,2016-12-10
401107636,2025699847,57,2,2,2,2016-12-10
508414954,1465819709,3,0,0,0,2016-12-10
342847286,1430506477,6,1,0,0,2016-12-10
624770874,333175041,2,0,0,0,2016-12-10
342847286,722225259,3,0,0,0,2016-12-10
1725635615,1270878398,5,0,0,0,2016-12-10
1623750070,2104873054,2035,12,11,9,2016-12-10
1558837466,270735755,4,0,0,0,2016-12-10
637435742,1851286936,71,2,2,2,2016-12-10
1494434346,195941619,19,2,1,0,2016-12-10
1212892288,1620846910,39857,3,2,2,2016-12-10
508414954,1239571429,39,3,1,1,2016-12-10
1764017416,646922510,733,24,21,16,2016-12-10
829200824,333175041,21301,7,7,6,2016-12-10
