A,B,Weight,5,10,15,Date
1534063990,829200824,10984,6,6,4,2016-12-07
1519644322,1465819709,901,18,16,15,2016-12-07
463397903,1270289144,83420,5,5,5,2016-12-07
1239571429,1465819709,17051,447,384,326,2016-12-07
2056522415,1091682207,8,1,0,0,2016-12-07
1243785496,717844050,43394,41,37,34,2016-12-07
2044461369,1519644322,128,4,3,3,2016-12-07
978193060,717844050,1594,21,19,18,2016-12-07
717844050,98735408,292,16,11,10,2016-12-07
2036048124,2042092649,885,26,23,19,2016-12-07
722225259,1494434346,8,0,0,0,2016-12-07
333175041,1506301109,22327,6,5,5,2016-12-07
313450190,1585850597,20,1,1,0,2016-12-07
1445225314,463397903,4281,114,98,82,2016-12-07
1430506477,1585850597,104,6,4,4,2016-12-07
717844050,342847286,1478,34,29,26,2016-12-07
7957504,717844050,61154,22,21,21,2016-12-07
1243785496,1972115615,1025,23,19,17,2016-12-07
1730609357,342847286,4592,29,27,25,2016-12-07
2072496780,195941619,829,2,2,2,2016-12-07
1506301109,2042092649,2,0,0,0,2016-12-07
717844050,270735755,486,29,20,13,2016-12-07
508414954,1270289144,46256,8,7,6,2016-12-07
1506301109,829200824,22402,2,2,2,2016-12-07
1725635615,1534063990,6,0,0,0,2016-12-07
2036048124,265442043,928,28,23,22,2016-12-07
1697801431,1665081654,5001,5,5,5,2016-12-07
1898642600,1838426739,77,3,1,1,2016-12-07
553349318,2036048124,6038,57,50,43,2016-12-07
554892047,1898642600,368,11,7,4,2016-12-07
1270878398,1506301109,254,11,7,4,2016-12-07
1838426739,615535993,64338,130,121,111,2016-12-07
463397903,1243785496,60208,22,22,21,2016-12-07
1519644322,1534063990,1114,26,23,23,2016-12-07
554892047,637435742,61504,10,10,10,2016-12-07
554892047,1519644322,3,0,0,0,2016-12-07
1506301109,1623750070,21,1,1,1,2016-12-07
717844050,1212892288,9,1,0,0,2016-12-07
1972115615,1558837466,780,14,13,12,2016-12-07
722225259,717844050,3055,77,62,55,2016-12-07
1519644322,1932226176,125,5,5,4,2016-12-07
1270289144,2025699847,37896,1,1,1,2016-12-07
508414954,1730609357,48,2,2,2,2016-12-07
1445225314,828589940,2390,57,50,46,2016-12-07
1972115615,717844050,4185,88,74,65,2016-12-07
1111499302,1424241655,3364,27,23,22,2016-12-07
1243785496,7957504,51319,18,18,17,2016-12-07
1889314729,98735408,5649,168,140,114,2016-12-07
2036048124,1898642600,28,3,0,0,2016-12-07
1424241655,722225259,4,0,0,0,2016-12-07
2044461369,717844050,318,10,8,6,2016-12-07
646922510,1091682207,19473,570,482,403,2016-12-07
508414954,1243785496,45312,11,9,7,2016-12-07
717844050,554892047,44839,19,18,18,2016-12-07
401107636,1585850597,8939,9,9,8,2016-12-07
717844050,2036048124,15,1,0,0,2016-12-07
1424241655,1585850597,272,4,4,4,2016-12-07
2036048124,342847286,12,0,0,0,2016-12-07
1665081654,2104873054,149,5,5,4,2016-12-07
978193060,722225259,73486,11,10,10,2016-12-07
1620846910,615535993,74663,31,27,24,2016-12-07
1725635615,2042092649,232,8,6,5,2016-12-07
1343237680,1494434346,8,1,0,0,2016-12-07
553349318,345466931,2,0,0,0,2016-12-07
2036048124,805113191,16967,394,334,278,2016-12-07
2104873054,553349318,27868,6,5,4,2016-12-07
1519644322,1744054166,327,9,9,7,2016-12-07
342847286,1494434346,44229,227,220,206,2016-12-07
2036048124,1091682207,150,2,2,2,2016-12-07
508414954,1313750791,92,4,3,2,2016-12-07
1111499302,646922510,3083,39,36,32,2016-12-07
554892047,1764017416,176,4,4,4,2016-12-07
1343237680,717844050,315,7,5,5,2016-12-07
1838426739,828534847,3468,19,19,17,2016-12-07
1725635615,1768805330,155,3,3,3,2016-12-07
1623750070,778544259,20219,488,436,379,2016-12-07
1445225314,508414954,183,10,5,5,2016-12-07
671574015,508414954,731,9,8,6,2016-12-07
1270289144,7957504,60460,5,5,5,2016-12-07
1091682207,992606538,2621,38,32,28,2016-12-07
646922510,1424241655,1210,30,22,21,2016-12-07
2104873054,1623750070,20282,8,8,8,2016-12-07
717844050,615535993,84,4,3,3,2016-12-07
1851286936,778544259,397,15,14,12,2016-12-07
1972115615,1343237680,339,10,8,5,2016-12-07
1465819709,2044461369,33,1,1,1,2016-12-07
1445225314,1243785496,5782,39,38,37,2016-12-07
1585850597,992606538,62,4,3,2,2016-12-07
333175041,1270878398,2236,61,53,45,2016-12-07
1519644322,1375110634,299,11,7,6,2016-12-07
1725635615,89206427,18438,6,6,6,2016-12-07
1239571429,506010211,38,2,1,1,2016-12-07
554892047,313450190,2030,38,34,30,2016-12-07
671574015,98735408,104,5,2,2,2016-12-07
554892047,1091682207,1790,16,15,15,2016-12-07
1838426739,1091682207,691,14,10,10,2016-12-07
1725635615,2104873054,17403,9,9,8,2016-12-07
717844050,1730609357,11,1,0,0,2016-12-07
463397903,637435742,85583,6,6,6,2016-12-07
1343237680,978193060,3,0,0,0,2016-12-07
2036048124,828534847,69495,5,5,5,2016-12-07
1725635615,1623750070,17194,11,11,10,2016-12-07
554892047,1260588087,111,4,4,4,2016-12-07
722225259,508414954,1915,51,42,36,2016-12-07
333175041,408433646,28275,3,3,3,2016-12-07
1243785496,1558837466,670,7,7,7,2016-12-07
1623750070,1494434346,1092,3,3,3,2016-12-07
554892047,508414954,50579,33,32,32,2016-12-07
553349318,1768805330,208,8,6,5,2016-12-07
554892047,992606538,2187,41,37,32,2016-12-07
1243785496,1534063990,594,12,9,9,2016-12-07
508414954,1873234880,59,2,2,2,2016-12-07
1972115615,1585850597,224,11,7,6,2016-12-07
508414954,2072496780,36,1,1,1,2016-12-07
