A,B,Weight,5,10,15,Date
1534063990,829200824,16859,7,7,5,2016-12-09
1445225314,554892047,2,0,0,0,2016-12-09
265442043,554892047,81,4,3,2,2016-12-09
463397903,1270289144,27981,1,1,1,2016-12-09
313450190,342847286,9,0,0,0,2016-12-09
646922510,554892047,117,6,5,4,2016-12-09
1239571429,1465819709,641,22,17,17,2016-12-09
401107636,463397903,288,7,6,6,2016-12-09
195941619,1243785496,20,2,1,0,2016-12-09
646922510,1972115615,14331,593,480,351,2016-12-09
752727656,554892047,6,1,0,0,2016-12-09
1445225314,637435742,7070,50,48,43,2016-12-09
1889314729,98735408,46706,996,845,694,2016-12-09
829200824,828534847,61,3,2,2,2016-12-09
1111499302,1243785496,39,2,2,1,2016-12-09
829200824,2025699847,64,2,2,2,2016-12-09
829200824,553349318,8232,312,239,196,2016-12-09
463397903,496615740,240,7,6,5,2016-12-09
1212892288,313450190,1,0,0,0,2016-12-09
2104873054,1375110634,2,0,0,0,2016-12-09
345466931,2042092649,19,1,1,1,2016-12-09
1764017416,722225259,6,0,0,0,2016-12-09
828589940,1343237680,959,20,17,15,2016-12-09
313450190,2025699847,252,9,8,6,2016-12-09
1506301109,2042092649,4892,82,74,64,2016-12-09
1375110634,829200824,7,1,0,0,2016-12-09
506010211,1239571429,1958,57,44,35,2016-12-09
1506301109,829200824,8713,9,8,8,2016-12-09
2036048124,265442043,1434,41,38,28,2016-12-09
1851286936,2025699847,38,1,1,1,2016-12-09
828589940,1898642600,3250,31,30,27,2016-12-09
1260588087,463397903,31,1,1,1,2016-12-09
829200824,1091682207,3,0,0,0,2016-12-09
829200824,195941619,2,0,0,0,2016-12-09
722225259,2098451489,10,0,0,0,2016-12-09
1494434346,463397903,208,5,5,5,2016-12-09
1898642600,1494434346,803,28,20,16,2016-12-09
828589940,270735755,59,4,2,1,2016-12-09
463397903,1243785496,80699,3,3,3,2016-12-09
992606538,2036048124,1127,8,6,6,2016-12-09
2072496780,463397903,170,4,4,4,2016-12-09
722225259,1243785496,32,2,1,1,2016-12-09
1764017416,554892047,191,8,7,7,2016-12-09
1270289144,828589940,73631,5,5,5,2016-12-09
1506301109,1519644322,155,4,4,3,2016-12-09
463397903,1873234880,161,4,4,3,2016-12-09
553349318,333175041,2,0,0,0,2016-12-09
1313750791,554892047,46,2,2,2,2016-12-09
637435742,717844050,39232,17,16,14,2016-12-09
1585850597,1468909813,15,1,1,0,2016-12-09
1111499302,2025699847,931,22,20,18,2016-12-09
1744054166,1239571429,1352,40,36,31,2016-12-09
1534063990,333175041,20523,23,18,14,2016-12-09
992606538,554892047,161,6,5,5,2016-12-09
1764017416,1111499302,50,2,2,2,2016-12-09
401107636,1585850597,50640,39,39,38,2016-12-09
1494434346,2098451489,2,0,0,0,2016-12-09
2098451489,2025699847,241,10,8,6,2016-12-09
1665081654,2104873054,1927,68,55,45,2016-12-09
978193060,722225259,76044,47,35,30,2016-12-09
778544259,2042092649,201,9,9,7,2016-12-09
1725635615,2042092649,79,3,3,3,2016-12-09
2036048124,805113191,32989,711,621,532,2016-12-09
1494434346,1111499302,1720,31,30,28,2016-12-09
2104873054,553349318,26112,3,3,2,2016-12-09
463397903,717844050,34484,12,11,9,2016-12-09
1494434346,1243785496,17,1,1,0,2016-12-09
342847286,1494434346,611,6,5,4,2016-12-09
345466931,1519644322,12,1,0,0,2016-12-09
1534063990,408433646,2062,5,4,4,2016-12-09
1665081654,1697801431,23584,9,9,9,2016-12-09
463397903,1519644322,97,1,1,1,2016-12-09
1270289144,554892047,74218,2,2,2,2016-12-09
1665081654,1519644322,244,6,5,4,2016-12-09
637435742,1111499302,6565,75,70,64,2016-12-09
1212892288,270735755,12,1,1,0,2016-12-09
1851286936,1519644322,469,13,11,9,2016-12-09
1212892288,615535993,425,12,8,7,2016-12-09
637435742,1343237680,1519,31,26,23,2016-12-09
